OBJECTID,PARCEL_I,STNUMBER,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_STNAME,CITY,ZIPCODE,ADDRESS,STATUS,SHAPEAREA,SHAPELEN
542773,1013067,581,,LYNN,ST,,LYNN ST,INDIANAPOLIS,46222,581 LYNN ST,Abandoned,4199.8165924646,309.990296263513
542801,1011035,1130,W,35TH,ST,,35TH ST,INDIANAPOLIS,46208,1130 W 35TH ST,Abandoned,5252.42108837988,370.111644773404
542843,1071749,656,,CONGRESS,AVE,,CONGRESS AVE,INDIANAPOLIS,46208,656 CONGRESS AVE,Abandoned,4549.18520171557,324.210209183348
542867,1037659,256,,PARKVIEW,AVE,,PARKVIEW AVE,INDIANAPOLIS,46201,256 PARKVIEW AVE,Abandoned,4495.38533900648,289.798876227132
542874,1071458,402,N,BRADLEY,AVE,,BRADLEY AVE,INDIANAPOLIS,46201,402 N BRADLEY AVE,Abandoned,5400.12597248167,350.008897111595
542898,1062393,1305,N,RURAL,ST,,RURAL ST,INDIANAPOLIS,46201,1305 N RURAL ST,Abandoned,6079.96255671724,383.998655309012
542917,1085828,3326,,WALLACE,AVE,,WALLACE AVE,INDIANAPOLIS,46218,3326 WALLACE AVE,Abandoned,6877.18296928191,375.086393401501
542973,1061483,1234,N,RURAL,ST,,RURAL ST,INDIANAPOLIS,46201,1234 N RURAL ST,Abandoned,6803.14056803367,437.720575235221
542997,1044696,2115,S,EAST,ST,,EAST ST,INDIANAPOLIS,46225,2115 S EAST ST,Vacant,5112.22749802803,347.131255210203
543021,1060403,1030,W,33RD,ST,,33RD ST,INDIANAPOLIS,46208,1030 W 33RD ST,Abandoned,6195.31820323118,424.020425414576
543031,1085815,3371,,ARTHINGTON,BLVD,,ARTHINGTON BLVD,INDIANAPOLIS,46218,3371 ARTHINGTON BLVD,Abandoned,6944.46412437037,376.056925727216
543059,1006818,2925,E,17TH,ST,,17TH ST,INDIANAPOLIS,46218,2925 E 17TH ST,Abandoned,4531.16116389046,328.922935770086
543083,1011590,3420,N,GRANT,AVE,,GRANT AVE,INDIANAPOLIS,46218,3420 N GRANT AVE,Abandoned,5940.64818596112,354.022644447957
543190,1033264,1224,,NEWMAN,ST,,NEWMAN ST,INDIANAPOLIS,46201,1224 NEWMAN ST,Abandoned,15063.6353490493,636.436767934631
543222,1012191,426,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,426 JEFFERSON AVE,Vacant,5200.60246012498,340.01640081594
543253,1036411,2865,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46218,2865 N DEARBORN ST,Abandoned,4699.59552812175,338.533394877911
543332,1013410,3349,N,PARK,AVE,,PARK AVE,INDIANAPOLIS,46205,3349 N PARK AVE,Abandoned,6550.09929143495,362.031743732343
543372,1077574,2173,,MADISON,AVE,,MADISON AVE,INDIANAPOLIS,46225,2173 MADISON AVE,Abandoned,4085.28356897034,308.302868419561
543394,1040641,811,N,PARKER,AVE,,PARKER AVE,INDIANAPOLIS,46201,811 N PARKER AVE,Abandoned,5589.86424967623,359.491936382879
543404,1094528,3701,,STATION,ST,,STATION ST,INDIANAPOLIS,46218,3701 STATION ST,Abandoned,9197.32200370463,421.982175666987
543416,1040897,1312,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,1312 N DEARBORN ST,Abandoned,7592.42605170608,414.210596175348
543423,1028512,638,N,PARKER,AVE,,PARKER AVE,INDIANAPOLIS,46201,638 N PARKER AVE,Abandoned,5108.81178352961,340.009027600491
543437,1078806,817,N,TUXEDO,ST,,TUXEDO ST,INDIANAPOLIS,46201,817 N TUXEDO ST,Abandoned,6799.17624289637,420.004750773037
543439,1034458,550,N,OAKLAND,AVE,,OAKLAND AVE,INDIANAPOLIS,46201,550 N OAKLAND AVE,Abandoned,4940.78086546191,336.051408140512
543440,1019131,3108,E,MICHIGAN,ST,,MICHIGAN ST,INDIANAPOLIS,46201,3108 E MICHIGAN ST,Abandoned,8577.54034628084,410.018803545542
543469,1019368,615,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,615 N DEARBORN ST,Vacant,4266.21431632514,309.028983139588
543473,1061568,936,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,936 N DEARBORN ST,Abandoned,4212.41742729587,286.63888278159
543485,1020506,3618,,ROBSON,ST,,ROBSON ST,INDIANAPOLIS,46201,3618 ROBSON ST,Abandoned,3601.82305137422,260.097060787877
543499,1061739,802,N,PARKER,AVE,,PARKER AVE,INDIANAPOLIS,46201,802 N PARKER AVE,Abandoned,5109.0657973445,339.99873049225
543591,1060241,1413,S,REISNER,ST,,REISNER ST,INDIANAPOLIS,46221,1413 S REISNER ST,Abandoned,5372.7052064865,348.626355790048
543653,1092981,4610,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,4610 E 30TH ST,Vacant,6900.41326117887,392.01706252797
543660,1019165,2849,N,EUCLID,AVE,,EUCLID AVE,INDIANAPOLIS,46218,2849 N EUCLID AVE,Vacant,6511.42221512953,405.571085811216
543686,1061811,2518,E,16TH,ST,,16TH ST,INDIANAPOLIS,46201,2518 E 16TH ST,Abandoned,4483.97561839889,311.99922869385
543726,1061979,1310,,BLAINE,AVE,,BLAINE AVE,INDIANAPOLIS,46221,1310 BLAINE AVE,Vacant,3647.07304916223,248.720778082511
543741,1038428,1311,N,OLNEY,ST,,OLNEY ST,INDIANAPOLIS,46201,1311 N OLNEY ST,Abandoned,4799.95310033676,319.998711401772
543764,1004202,1336,N,GALE,ST,,GALE ST,INDIANAPOLIS,46201,1336 N GALE ST,Abandoned,4799.99408892839,320.000677583486
543769,1039971,1423,N,OLNEY,ST,,OLNEY ST,INDIANAPOLIS,46201,1423 N OLNEY ST,Abandoned,4799.74803316356,319.989063242348
543771,1061069,1323,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,1323 N DEARBORN ST,Abandoned,6079.96012731238,383.999060989476
543777,1048569,1020,N,EWING,ST,,EWING ST,INDIANAPOLIS,46201,1020 N EWING ST,Abandoned,4800.17864679018,320.009504573331
543786,1006594,1411,N,EWING,ST,,EWING ST,INDIANAPOLIS,46201,1411 N EWING ST,Abandoned,4800.1811804431,320.010061447794
544008,1063505,207,,KANSAS,ST,,KANSAS ST,INDIANAPOLIS,46225,207 KANSAS ST,Abandoned,3176.3377873395,254.116050210196
544026,1022431,2520,N,GALE,ST,,GALE ST,INDIANAPOLIS,46218,2520 N GALE ST,Abandoned,13874.1591600585,519.985247438854
544051,1059795,3701,,CRESCENT,AVE,,CRESCENT AVE,INDIANAPOLIS,46208,3701 CRESCENT AVE,Abandoned,5399.94545887395,298.614911536836
544056,1023177,2204,,PROSPECT,ST,,PROSPECT ST,INDIANAPOLIS,46203,2204 PROSPECT ST,Abandoned,10847.3038945537,434.961791953844
544145,1081848,414,S,OXFORD,ST,,OXFORD ST,INDIANAPOLIS,46201,414 S OXFORD ST,Vacant,5280.24028183165,343.998002280869
544148,1009572,1516,E,23RD,ST,,23RD ST,INDIANAPOLIS,46218,1516 E 23RD ST,Abandoned,3248.59515311788,242.443965630883
544153,1047850,420,S,OAKLAND,AVE,,OAKLAND AVE,INDIANAPOLIS,46201,420 S OAKLAND AVE,Vacant,5280.85143592184,344.028158497147
544166,1035995,2920,,MEREDITH,AVE,,MEREDITH AVE,INDIANAPOLIS,46201,2920 MEREDITH AVE,Vacant,5247.35144904348,343.51600274701
544170,1017787,2415,,SHELDON,ST,,SHELDON ST,INDIANAPOLIS,46218,2415 SHELDON ST,Abandoned,4951.60197248632,323.862486134449
544194,1056903,324,N,PARKER,AVE,,PARKER AVE,INDIANAPOLIS,46201,324 N PARKER AVE,Abandoned,8146.70356074259,361.118524392032
544196,1080083,2325,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2325 ADAMS ST,Abandoned,12803.2053950432,480.102516205487
544453,3012400,5655,,CAVE SPRINGS,CT,,CAVE SPRINGS CT,INDIANAPOLIS,46237,5655 CAVE SPRINGS CT,Vacant,13361.9423924107,509.368115585278
544474,2008074,6306,,KELLUM,DR,,KELLUM DR,INDIANAPOLIS,46221,6306 KELLUM DR,Abandoned,18417.4487704229,619.461091374364
545147,4009190,5451,,MARILYN,RD,,MARILYN RD,INDIANAPOLIS,46226,5451 MARILYN RD,Abandoned,7424.0564553331,358.434592268668
545170,4001373,3938,N,WHITTIER,PL,,WHITTIER PL,INDIANAPOLIS,46226,3938 N WHITTIER PL,Vacant,12599.8895266376,540.036265825276
545180,4016862,4104,,BRENTWOOD,DR,,BRENTWOOD DR,INDIANAPOLIS,46235,4104 BRENTWOOD DR,Abandoned,1675.63980812688,234.409043566952
545213,8017378,4018,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,4018 BOULEVARD PL,Abandoned,5000.04173715,330.000981064251
545354,8022662,3916,,MILLERSVILLE,DR,,MILLERSVILLE DR,INDIANAPOLIS,46205,3916 MILLERSVILLE DR,Vacant,5895.25648885581,376.434707505264
545366,4009078,4108,N,IRVINGTON,AVE,,IRVINGTON AVE,INDIANAPOLIS,46226,4108 N IRVINGTON AVE,Abandoned,7205.82123573323,349.145961602447
545429,8011033,4001,,BROADWAY,ST,,BROADWAY ST,INDIANAPOLIS,46205,4001 BROADWAY ST,Vacant,3300.30677017882,232.012800389564
545493,2000384,3114,S,HOLT,RD,,HOLT RD,INDIANAPOLIS,46221,3114 S HOLT RD,Abandoned,5200.04963187994,340.0013093031
545676,8022761,4309,,NORWALDO,AVE,,NORWALDO AVE,INDIANAPOLIS,46205,4311 NORWALDO AVE,Abandoned,1470.12633662513,314.020725481286
545686,8031578,4417,,PRIMROSE,AVE,,PRIMROSE AVE,INDIANAPOLIS,46205,4417 PRIMROSE AVE,Abandoned,6053.14899049031,351.583114428972
545718,8020338,4561,,CRITTENDEN,AVE,,CRITTENDEN AVE,INDIANAPOLIS,46205,4561 CRITTENDEN AVE,Vacant,5200.0153879276,340.002737046125
545885,8019898,623,,BERKLEY,RD,,BERKLEY RD,INDIANAPOLIS,46208,623 BERKLEY RD,Vacant,5330.0207753538,342.000787923776
545891,4016400,8448,,MEADOWLARK,DR,,MEADOWLARK DR,INDIANAPOLIS,46226,8448 MEADOWLARK DR,Vacant,4275.83383426836,343.565381355656
545898,8006370,3105,E,46TH,ST,,46TH ST,INDIANAPOLIS,46205,3105 E 46TH ST,Abandoned,7560.58969786676,402.418114273516
545947,4016377,8338,,MEADOWLARK,DR,,MEADOWLARK DR,INDIANAPOLIS,46226,8338 MEADOWLARK DR,Abandoned,4217.81830758957,336.184239931306
546000,4013723,4212,,ASPEN,WAY,,ASPEN WAY,INDIANAPOLIS,46226,4212 ASPEN WAY,Abandoned,7878.43205626063,369.185806611301
546036,4007253,4313,N,IRVINGTON,AVE,,IRVINGTON AVE,INDIANAPOLIS,46226,4313 N IRVINGTON AVE,Vacant,14841.1661151848,529.505107476616
546248,8020414,741,E,53RD,ST,,53RD ST,INDIANAPOLIS,46220,741 E 53RD ST,Vacant,4654.51849631766,300.999204597544
547094,6005242,5981,,NORTHLAND,RD,,NORTHLAND RD,INDIANAPOLIS,46228,5981 NORTHLAND RD,Vacant,15012.0268266953,500.238081219387
548706,1009124,3264,,SCHOFIELD,AVE,,SCHOFIELD AVE,INDIANAPOLIS,46218,3264 SCHOFIELD AVE,Abandoned,20560.8974047844,582.705380774139
548718,1043625,1202,W,32ND,ST,,32ND ST,INDIANAPOLIS,46208,1202 W 32ND ST,Vacant,10874.8824972714,439.99983657124
549046,1005541,2814,N,PARK,AVE,,PARK AVE,INDIANAPOLIS,46205,2814 N PARK AVE,Abandoned,5039.94844989197,332.011457933019
549082,7011996,359,S,BUTLER,AVE,,BUTLER AVE,INDIANAPOLIS,46219,359 S BUTLER AVE,Abandoned,5800.94533038649,370.044456681322
549084,7011081,5420,,BURGESS,AVE,,BURGESS AVE,INDIANAPOLIS,46219,5420 BURGESS AVE,Abandoned,9342.66472358458,549.145048988497
549300,7002017,2130,N,LELAND,AVE,,LELAND AVE,INDIANAPOLIS,46218,2130 N LELAND AVE,Vacant,5323.60095885145,346.180822771951
549385,7031202,1914,N,AUDUBON,RD,,AUDUBON RD,INDIANAPOLIS,46218,1914 N AUDUBON RD,Abandoned,12319.3734786534,451.541712919636
549528,7016354,6207,,WINDSOR,DR,,WINDSOR DR,INDIANAPOLIS,46219,6207 WINDSOR DR,Abandoned,7198.95020889024,359.976347842427
549559,7018481,5312,E,19TH,ST,,19TH ST,INDIANAPOLIS,46218,5312 E 19TH ST,Abandoned,5005.14075086515,324.290678254883
549607,7030189,2201,N,IRWIN,ST,,IRWIN ST,INDIANAPOLIS,46219,2201 N IRWIN ST,Abandoned,18002.8704244701,536.702713246001
549611,7031656,2303,,GABLE,DR,,GABLE DR,INDIANAPOLIS,46229,2303 GABLE DR,Abandoned,9035.58460193355,400.480563926256
549634,7035428,11416,,DUNSHIRE,DR,,DUNSHIRE DR,INDIANAPOLIS,46229,11416 DUNSHIRE DR,Abandoned,8264.39424954651,363.986283645188
549725,7012775,5302,,LOWELL,AVE,,LOWELL AVE,INDIANAPOLIS,46219,5302 LOWELL AVE,Abandoned,7949.48269547157,406.009646990019
549824,7033359,10335,,ROUARK,LN,,ROUARK LN,INDIANAPOLIS,46229,10335 ROUARK LN,Abandoned,11612.7892586007,444.623227975028
549902,7028793,3431,,LUEWAN,DR,,LUEWAN DR,INDIANAPOLIS,46235,3431 LUEWAN DR,Abandoned,6820.34199446408,344.003645692694
549922,7026951,2638,,CALBERT,DR,,CALBERT DR,INDIANAPOLIS,46219,2638 CALBERT DR,Abandoned,7260.6112569672,352.754724537727
549924,7022946,2832,,KRISTEN,DR,E,KRISTEN DR E,INDIANAPOLIS,46218,2832 KRISTEN DR E,Abandoned,15678.3392526338,552.004602173305
549941,8064105,3202,E,42ND,ST,,42ND ST,INDIANAPOLIS,46205,3202 E 42ND ST,Abandoned,279648.666701468,2290.93458675633
549985,7001655,3715,N,KERCHEVAL,DR,,KERCHEVAL DR,INDIANAPOLIS,46226,3715 N KERCHEVAL DR,Abandoned,17280.859746819,528.029410323128
550057,1022901,2113,N,HARDING,ST,,HARDING ST,INDIANAPOLIS,46202,2113 N HARDING ST,Abandoned,9450.20649827838,410.003675577035
550114,7024398,7533,E,34TH,ST,,34TH ST,INDIANAPOLIS,46226,7533 E 34TH ST,Abandoned,7408.41621904071,366.967107231504
550232,7021651,5602,E,27TH,ST,,27TH ST,INDIANAPOLIS,46218,5602 E 27TH ST,Abandoned,24413.368316131,748.405224980766
550235,7027551,3401,N,WITTFIELD,ST,,WITTFIELD ST,INDIANAPOLIS,46235,3401 N WITTFIELD ST,Vacant,19125.6148977753,583.358597692013
550316,1085426,3622,,ARTHINGTON,BLVD,,ARTHINGTON BLVD,INDIANAPOLIS,46218,3622 ARTHINGTON BLVD,Abandoned,7410.82483306376,389.028599367205
550321,1059760,3720,N,COLLEGE,AVE,,COLLEGE AVE,INDIANAPOLIS,46205,3720 N COLLEGE AVE,Abandoned,5999.45690256394,319.990458680742
550414,1001951,2143,,PROSPECT,ST,,PROSPECT ST,INDIANAPOLIS,46203,2143 PROSPECT ST,Abandoned,4428.62582654835,313.831901030968
550447,1067849,560,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,560 JEFFERSON AVE,Abandoned,5406.17401501577,345.719382410601
550514,1017987,1647,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46218,1647 N TACOMA AVE,Abandoned,3993.30764869339,271.180625439844
550527,1001186,4811,,ROWNEY,ST,,ROWNEY ST,INDIANAPOLIS,46203,4811 ROWNEY ST,Abandoned,7947.03500005273,377.635074145152
550537,1070218,1058,W,29TH,ST,,29TH ST,INDIANAPOLIS,46208,1058 W 29TH ST,Vacant,3762.75945559625,310.851396026228
550698,1007137,2826,N,OLNEY,ST,,OLNEY ST,INDIANAPOLIS,46218,2826 N OLNEY ST,Abandoned,4781.86734411077,343.233400722943
550713,1014101,3917,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,3917 E 30TH ST,Abandoned,4014.84271909885,260.597936108718
550720,1006052,1823,,WOODLAWN,AVE,,WOODLAWN AVE,INDIANAPOLIS,46203,1823 WOODLAWN AVE,Abandoned,3519.98984150624,283.999613921405
550743,1022987,4830,E,WASHINGTON,ST,,WASHINGTON ST,INDIANAPOLIS,46201,4830 E WASHINGTON ST,Abandoned,3718.18447591479,251.606070671276
550764,1033567,40,N,DENNY,ST,,DENNY ST,INDIANAPOLIS,46201,40 N DENNY ST,Abandoned,5400.10276154719,350.008414888911
550780,1080088,443,N,EUCLID,AVE,,EUCLID AVE,INDIANAPOLIS,46201,443 N EUCLID AVE,Abandoned,5440.26627643007,352.009966603442
550782,1064294,2519,,PROSPECT,ST,,PROSPECT ST,INDIANAPOLIS,46203,2519 PROSPECT ST,Abandoned,5425.55067991687,380.01409121588
550805,1012868,4401,E,21ST,ST,,21ST ST,INDIANAPOLIS,46218,4401 E 21ST ST,Abandoned,10328.6224934811,413.038656135072
550836,1061536,2741,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2741 ADAMS ST,Abandoned,4766.33221908213,339.5252689516
550842,1014083,237,N,RANDOLPH,ST,,RANDOLPH ST,INDIANAPOLIS,46201,237 N RANDOLPH ST,Abandoned,4001.75987925591,280.089190552005
550864,1067490,1113,,CONGRESS,AVE,,CONGRESS AVE,INDIANAPOLIS,46208,1113 CONGRESS AVE,Abandoned,5719.94793099793,365.999243864388
551002,1031421,1342,S,TALBOTT,ST,,TALBOTT ST,INDIANAPOLIS,46225,1342 S TALBOTT ST,Abandoned,4938.75814264973,326.976010554763
551016,1019313,351,N,BEVILLE,AVE,,BEVILLE AVE,INDIANAPOLIS,46201,349 N BEVILLE AVE,Abandoned,4806.31972374411,344.617323208004
551042,1033081,2814,N,CAPITOL,AVE,,CAPITOL AVE,INDIANAPOLIS,46208,2814 N CAPITOL AVE,Abandoned,6120.00504746543,428.002354497055
551048,1058943,127,N,LINWOOD,AVE,,LINWOOD AVE,INDIANAPOLIS,46201,127 N LINWOOD AVE,Abandoned,5440.09802787247,352.008332182702
551056,1032193,31,S,BRADLEY,AVE,,BRADLEY AVE,INDIANAPOLIS,46201,31 S BRADLEY AVE,Abandoned,5399.77322364897,349.9963700343
551062,1002675,2346,E,RAYMOND,ST,,RAYMOND ST,INDIANAPOLIS,46203,2346 E RAYMOND ST,Vacant,6976.1411583877,428.81169971338
551078,1037794,409,N,RILEY,AVE,,RILEY AVE,INDIANAPOLIS,46201,409 N RILEY AVE,Abandoned,6399.22368825099,399.982552902077
551079,1007989,940,N,DREXEL,AVE,,DREXEL AVE,INDIANAPOLIS,46201,940 N DREXEL AVE,Abandoned,4374.49459877456,319.993690567183
551157,1057856,1026,,UDELL,ST,,UDELL ST,INDIANAPOLIS,46208,1026 UDELL ST,Abandoned,3777.29391586581,311.822271579599
551166,1078836,2723,N,OLNEY,ST,,OLNEY ST,INDIANAPOLIS,46218,2723 N OLNEY ST,Abandoned,6110.5159140236,400.894141710596
551320,1075942,1358,,HIATT,ST,,HIATT ST,INDIANAPOLIS,46221,1358 HIATT ST,Abandoned,4523.66779720014,334.121383183539
551419,1007365,927,N,DENNY,ST,,DENNY ST,INDIANAPOLIS,46201,927 N DENNY ST,Abandoned,5344.24051235872,349.136975331129
551454,1017479,2213,S,MERIDIAN,ST,,MERIDIAN ST,INDIANAPOLIS,46225,2213 S MERIDIAN ST,Abandoned,4934.95823865407,352.030214703188
551462,1027081,1502,E,RAYMOND,ST,,RAYMOND ST,INDIANAPOLIS,46203,1502 E RAYMOND ST,Abandoned,6420.38275755603,401.022692418797
551485,1003550,2444,,WHEELER,ST,,WHEELER ST,INDIANAPOLIS,46218,2444 WHEELER ST,Abandoned,5420.23543146232,351.023112974312
551495,1050503,2245,,BELLEFONTAINE,ST,,BELLEFONTAINE ST,INDIANAPOLIS,46205,2245 BELLEFONTAINE ST,Abandoned,6899.70680805879,392.018778772183
551504,1086059,3714,,HILLSIDE,AVE,,HILLSIDE AVE,INDIANAPOLIS,46218,3714 HILLSIDE AVE,Abandoned,6720.00341826837,416.0014168838
551513,1052439,2009,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46218,2009 N LASALLE ST,Abandoned,5399.93569798375,350.000153203429
551531,1084119,3501,N,BANCROFT,ST,,BANCROFT ST,INDIANAPOLIS,46218,3501 N BANCROFT ST,Abandoned,7822.61724348944,412.906805761485
551579,1040717,46,N,LINWOOD,AVE,,LINWOOD AVE,INDIANAPOLIS,46201,46 N LINWOOD AVE,Abandoned,5440.08774170554,352.008500604597
551605,1030089,2020,N,HARDING,ST,,HARDING ST,INDIANAPOLIS,46202,2020 N HARDING ST,Abandoned,5599.64983665537,359.984373772217
551669,1002842,1224,W,31ST,ST,,31ST ST,INDIANAPOLIS,46208,1224 W 31ST ST,Abandoned,5832.83655164038,371.62086667645
551675,1069299,1062,W,31ST,ST,,31ST ST,INDIANAPOLIS,46208,1062 W 31ST ST,Abandoned,5720.59257659232,366.031276764591
551678,1043557,902,W,29TH,ST,,29TH ST,INDIANAPOLIS,46208,902 W 29TH ST,Abandoned,3785.82270335855,311.939557828582
551704,1006623,2620,N,HARDING,ST,,HARDING ST,INDIANAPOLIS,46208,2620 N HARDING ST,Abandoned,5599.41264003775,359.994004846782
551732,1065244,842,N,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46201,842 N KEYSTONE AVE,Abandoned,5200.26496336942,340.038099050842
551747,1031470,1421,N,HAMILTON,AVE,,HAMILTON AVE,INDIANAPOLIS,46201,1421 N HAMILTON AVE,Abandoned,5319.94073912329,356.009861272754
551784,1079381,2824,,WASHINGTON,BLVD,,WASHINGTON BLVD,INDIANAPOLIS,46205,2824 WASHINGTON BLVD,Abandoned,5199.82708531635,340.016768918842
551840,1057875,4011,E,NEW YORK,ST,,NEW YORK ST,INDIANAPOLIS,46201,4011 E NEW YORK ST,Abandoned,2172.03104268097,188.603067598559
551853,1017506,2433,,GUILFORD,AVE,,GUILFORD AVE,INDIANAPOLIS,46205,2433 GUILFORD AVE,Abandoned,5600.68797598012,360.02052054504
551864,1069755,2508,,BROOKSIDE,AVE,,BROOKSIDE AVE,INDIANAPOLIS,46218,2508 BROOKSIDE AVE,Abandoned,3801.12084376395,270.05059133581
551968,1089971,2341,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2341 ADAMS ST,Abandoned,6498.02386550615,393.163304071911
551977,1004480,237,,HENDRICKS,PL,,HENDRICKS PL,INDIANAPOLIS,46201,237 HENDRICKS PL,Abandoned,3408.14478410132,250.4076530005
551990,1102717,1602,,RINGGOLD,AVE,,RINGGOLD AVE,INDIANAPOLIS,46203,1602 RINGGOLD AVE,Abandoned,2760.74559072868,218.06141759904
552038,1042562,240,N,SUMMIT,ST,,SUMMIT ST,INDIANAPOLIS,46201,240 N SUMMIT ST,Abandoned,5378.40464540705,359.079670046673
552053,1091883,3352,,BALTIMORE,AVE,,BALTIMORE AVE,INDIANAPOLIS,46218,3352 BALTIMORE AVE,Abandoned,6376.77091220351,448.650239034723
552125,1043376,2629,,INDIANAPOLIS,AVE,,INDIANAPOLIS AVE,INDIANAPOLIS,46208,2629 INDIANAPOLIS AVE,Abandoned,5431.04923853953,351.550743641418
552148,1066703,2111,,COLUMBIA,AVE,,COLUMBIA AVE,INDIANAPOLIS,46202,2111 COLUMBIA AVE,Vacant,5739.6192229695,361.97977289127
552173,1073488,3030,N,CAPITOL,AVE,,CAPITOL AVE,INDIANAPOLIS,46208,3030 N CAPITOL AVE,Abandoned,5397.4238175162,345.779893301621
552198,1020459,1329,,LEE,ST,,LEE ST,INDIANAPOLIS,46221,1329 LEE ST,Abandoned,5592.53161081719,359.65693716103
552238,1060571,1033,,ST PETER,ST,,ST PETER ST,INDIANAPOLIS,46203,1033 ST PETER ST,Abandoned,5600.02399643482,360.000540010295
552363,1063867,2705,N,GALE,ST,,GALE ST,INDIANAPOLIS,46218,2705 N GALE ST,Abandoned,6937.42282627765,444.994426301701
552423,1043027,1724,,SHELDON,ST,,SHELDON ST,INDIANAPOLIS,46218,1724 SHELDON ST,Abandoned,5647.20553900558,362.393508082337
552434,1009027,409,N,GRANT,AVE,,GRANT AVE,INDIANAPOLIS,46201,409 N GRANT AVE,Abandoned,5498.92540299352,352.883653599604
552476,1050474,1516,,RINGGOLD,AVE,,RINGGOLD AVE,INDIANAPOLIS,46203,1516 RINGGOLD AVE,Vacant,5921.54036699975,376.100406440248
552512,1078557,27,,SCHILLER,ST,,SCHILLER ST,INDIANAPOLIS,46225,27 SCHILLER ST,Abandoned,3267.02466900183,272.784362578777
552526,1029870,1644,E,SOUTHERN,AVE,,SOUTHERN AVE,INDIANAPOLIS,46203,1644 E SOUTHERN AVE,Abandoned,5080.05537153561,334.003085563191
552542,1052826,3150,,CENTRAL,AVE,,CENTRAL AVE,INDIANAPOLIS,46205,3150 CENTRAL AVE,Abandoned,5360.6087812801,348.037346302697
552544,1096456,2552,,ST PETER,ST,,ST PETER ST,INDIANAPOLIS,46203,2552 ST PETER ST,Abandoned,5001.06756331015,300.038503934949
552545,1043215,4432,E,10TH,ST,,10TH ST,INDIANAPOLIS,46201,4432 E 10TH ST,Abandoned,5135.96370805205,325.599423223306
552592,1003375,1434,W,32ND,ST,,32ND ST,INDIANAPOLIS,46208,1434 W 32ND ST,Abandoned,7942.47777881997,423.000088215503
552595,1030133,2914,,CAROLINE,AVE,,CAROLINE AVE,INDIANAPOLIS,46218,2914 CAROLINE AVE,Abandoned,6894.60860410939,365.60108678182
552628,1006463,1011,W,34TH,ST,,34TH ST,INDIANAPOLIS,46208,1011 W 34TH ST,Abandoned,6118.43233035566,419.630562858388
552638,1084956,2162,,DEXTER,ST,,DEXTER ST,INDIANAPOLIS,46202,2162 DEXTER ST,Abandoned,4724.58799664018,339.973425713957
552641,1030305,3270,,CENTRAL,AVE,,CENTRAL AVE,INDIANAPOLIS,46205,3270 CENTRAL AVE,Abandoned,4000.6276581332,260.026878690294
552667,1060185,57,N,BEVILLE,AVE,,BEVILLE AVE,INDIANAPOLIS,46201,57 N BEVILLE AVE,Vacant,4805.1520544614,344.582570792991
552670,1091292,3055,N,TEMPLE,AVE,,TEMPLE AVE,INDIANAPOLIS,46218,3055 N TEMPLE AVE,Vacant,6859.93735179404,378.001089268893
552679,1096306,1731,S,MERIDIAN,ST,,MERIDIAN ST,INDIANAPOLIS,46225,1731 S MERIDIAN ST,Abandoned,2424.24377360345,210.085405250431
552711,1007898,2725,,RIVERSIDE,DR,E,RIVERSIDE DR E,INDIANAPOLIS,46208,2725 RIVERSIDE DR E,Abandoned,6400.13252118332,400.003776889169
552747,1036582,1750,,ASBURY,ST,,ASBURY ST,INDIANAPOLIS,46203,1750 ASBURY ST,Abandoned,4800.11470602743,320.003511187959
552797,1032117,118,N,STATE,AVE,,STATE AVE,INDIANAPOLIS,46201,118 N STATE AVE,Vacant,4480.47186343072,316.189371596357
552881,1026249,1321,,WRIGHT,ST,,WRIGHT ST,INDIANAPOLIS,46203,1321 WRIGHT ST,Abandoned,4612.84904734075,333.597916564957
552920,1061230,838,W,25TH,ST,,25TH ST,INDIANAPOLIS,46208,838 W 25TH ST,Vacant,3777.7119390506,311.849562649849
552957,1002363,3532,,GRACELAND,AVE,,GRACELAND AVE,INDIANAPOLIS,46208,3532 GRACELAND AVE,Abandoned,5279.973180661,343.999530032267
552962,1071065,2341,,SHRIVER,AVE,,SHRIVER AVE,INDIANAPOLIS,46208,2341 SHRIVER AVE,Abandoned,5479.65280644504,353.990952107167
