ZIPCODE,ADDRESS,STATUS
46203,1847 S STATE AVE,Abandoned
46203,1538 E NAOMI ST,Vacant
46203,1442 E NAOMI ST,Vacant
46208,3017 BARNES AVE,Abandoned
46203,1641 IOWA ST,Abandoned
46202,2147 COLUMBIA AVE,Abandoned
46201,516 EASTERN AVE,Vacant
46260,2440 W 79TH ST,Vacant
46220,6440 N KEYSTONE AVE,Abandoned
46203,1724 COTTAGE AVE,Vacant
46203,1509 ASBURY ST,Abandoned
46203,1725 COTTAGE AVE,Abandoned
46203,1515 ASBURY ST,Abandoned
46208,1434 W 35TH ST,Abandoned
46208,2215 RIVERSIDE DR E,Abandoned
46241,8203 MILHOUSE RD,Abandoned
46205,2740 GUILFORD AVE,Vacant
46201,16 N TEMPLE AVE,Abandoned
46205,2821 RUCKLE ST,Abandoned
46203,1415 ORANGE ST,Abandoned
46205,516 CENTRAL CT S,Vacant
46278,6543 OAKVIEW DR N,Abandoned
46254,5656 LIBERTY CREEK DR W,Vacant
46221,3059 05TH AVE E,Abandoned
46208,1117 W 28TH ST,Abandoned
46203,1143 FLETCHER AVE,Abandoned
46205,2845 N NEW JERSEY ST,Abandoned
46201,928 N KEYSTONE AVE,Abandoned
46208,2450 INDIANAPOLIS AVE,Abandoned
46202,2049 CORNELL AVE,Abandoned
46201,114 N RILEY AVE,Abandoned
46218,2124 N DREXEL AVE,Abandoned
46203,1830 SHELBY ST,Abandoned
46205,4221 MILLERSVILLE RD,Abandoned
46208,1441 W 35TH ST,Abandoned
46221,747 KAPPES ST,Abandoned
46208,822 EUGENE ST,Abandoned
46203,1049 S STATE AVE,Abandoned
46219,19 N ARLINGTON AVE,Abandoned
46203,2136 S GARFIELD DR,Vacant
46203,1218 ST PETER ST,Abandoned
46201,67 S DEARBORN ST,Abandoned
46201,1409 DELOSS ST,Abandoned
46203,735 SHELBY ST,Abandoned
46203,741 PARKWAY AVE,Abandoned
46225,1446 CHARLES ST,Abandoned
46221,818 WARREN AVE,Abandoned
46201,944 N DEARBORN ST,Abandoned
46208,1315 W 25TH ST,Abandoned
46202,21 W 16TH ST,Vacant
46218,3604 N KEYSTONE AVE,Abandoned
46208,1126 W 35TH ST,Abandoned
46205,334 E 30TH ST,Abandoned
46218,3740 N KEYSTONE AVE,Abandoned
46218,1814 TALLMAN AVE,Abandoned
46218,3825 E 32ND ST,Abandoned
46208,1420 W 27TH ST,Abandoned
46205,5011 WINTHROP AVE,Abandoned
46219,110 S WEBSTER AVE,Abandoned
46203,1136 DAWSON ST,Abandoned
46203,1148 DAWSON ST,Vacant
46203,815 COTTAGE AVE,Abandoned
46237,6316 SHELBYVILLE RD,Vacant
46225,2166 S EAST ST,Abandoned
46208,1218 W 31ST ST,Abandoned
46201,844 N PARKER AVE,Abandoned
46203,828 SHELBY ST,Abandoned
46201,858 N GLADSTONE AVE,Abandoned
46201,1021 N HAMILTON AVE,Abandoned
46226,5878 E 42ND ST,Abandoned
46218,3050 N GLADSTONE AVE,Abandoned
46201,762 N DEQUINCY ST,Abandoned
46218,2950 N DEQUINCY ST,Vacant
46208,2419 N CAPITOL AVE,Vacant
46201,925 N BEVILLE AVE,Abandoned
46208,319 W 26TH ST,Abandoned
46218,2363 N GALE ST,Abandoned
46201,342 N DEQUINCY ST,Abandoned
46218,3456 N COLORADO AVE,Abandoned
46201,832 N RURAL ST,Abandoned
46201,403 N DREXEL AVE,Abandoned
46201,208 N OAKLAND AVE,Abandoned
46201,4438 E 10TH ST,Abandoned
46201,2002 E 10TH ST,Abandoned
46225,2803 S DELAWARE ST,Vacant
46208,1419 W 27TH ST,Abandoned
46218,3052 N TACOMA AVE,Vacant
46218,2917 E 19TH ST,Abandoned
46218,3065 N TEMPLE AVE,Abandoned
46218,3416 N COLORADO AVE,Abandoned
46225,1444 S TALBOTT ST,Abandoned
46201,112 N DEQUINCY ST,Abandoned
46201,436 N COLORADO AVE,Vacant
46218,3632 N COLORADO AVE,Abandoned
46218,3644 N PARKER AVE,Abandoned
46201,1307 N BEVILLE AVE,Vacant
46208,1158 W 27TH ST,Abandoned
46208,1322 W 30TH ST,Abandoned
46218,3350 N DREXEL AVE,Abandoned
46202,1232 W 18TH ST,Abandoned
46208,3602 N KENWOOD AVE,Abandoned
46201,325 N BANCROFT ST,Abandoned
46218,2348 N RURAL ST,Vacant
46201,3719 E NEW YORK ST,Abandoned
46218,3515 N OXFORD ST,Abandoned
46201,1410 N CHESTER AVE,Abandoned
46201,2402 E WASHINGTON ST,Abandoned
46201,1107 N TEMPLE AVE,Vacant
46201,442 N LINWOOD AVE,Abandoned
46201,1469 N GRANT AVE,Abandoned
46218,3420 E 23RD ST,Abandoned
46205,3302 N PARK AVE,Abandoned
46201,321 N CHESTER AVE,Abandoned
46218,2045 N LASALLE ST,Abandoned
46218,3558 N OXFORD ST,Abandoned
46218,2910 E 19TH ST,Abandoned
46203,1418 E SOUTHERN AVE,Vacant
46201,4818 E WASHINGTON ST,Abandoned
46201,412 N RURAL ST,Abandoned
46218,1820 E 25TH ST,Vacant
46218,2265 N OXFORD ST,Abandoned
46218,2523 E 18TH ST,Abandoned
46201,1458 N GLADSTONE AVE,Abandoned
46218,3420 N EMERSON AVE,Abandoned
46201,2626 E NORTH ST,Abandoned
46205,2447 N COLLEGE AVE,Vacant
46218,2834 N KEYSTONE AVE,Abandoned
46201,1511 N GRANT AVE,Abandoned
46201,914 N KEYSTONE AVE,Abandoned
46201,1234 N GRANT AVE,Abandoned
46218,2870 N DEARBORN ST,Abandoned
46201,326 S TEMPLE AVE,Abandoned
46218,3059 N GLADSTONE AVE,Abandoned
46208,3702 N KENWOOD AVE,Abandoned
46218,4742 E 34TH ST,Vacant
46201,328 N EUCLID AVE,Abandoned
46225,1657 S DELAWARE ST,Abandoned
46218,2030 N LASALLE ST,Abandoned
46208,112 W 33RD ST,Abandoned
46208,953 W 32ND ST,Abandoned
46201,4412 E 10TH ST,Abandoned
46201,331 N EUCLID AVE,Abandoned
46218,3108 N COLORADO AVE,Abandoned
46208,2265 N KENWOOD AVE,Abandoned
46208,945 W 28TH ST,Vacant
46201,610 N TACOMA AVE,Abandoned
46201,222 N TACOMA AVE,Vacant
46205,2259 N PENNSYLVANIA ST,Vacant
46221,1559 S BELMONT AVE,Abandoned
46208,1239 W 33RD ST,Abandoned
46208,3718 N ILLINOIS ST,Abandoned
46218,2105 N LINWOOD AVE,Abandoned
46201,409 N GLADSTONE AVE,Abandoned
46225,1909 S DELAWARE ST,Abandoned
46218,2436 N LASALLE ST,Abandoned
46208,970 W 27TH ST,Abandoned
46208,863 W 25TH ST,Abandoned
46201,925 N KEYSTONE AVE,Vacant
46208,1125 W 35TH ST,Abandoned
46201,1826 E 11TH ST,Abandoned
46201,331 N DEQUINCY ST,Vacant
46203,1715 E KELLY ST,Abandoned
46203,1843 S KEYSTONE AVE,Abandoned
46208,3718 N CAPITOL AVE,Abandoned
46218,2932 N ARSENAL AVE,Abandoned
46208,2422 N KENWOOD AVE,Abandoned
46225,1720 S EAST ST,Abandoned
46201,201 N TACOMA AVE,Abandoned
46208,347 W 25TH ST,Abandoned
46208,1327 W 34TH ST,Abandoned
46203,1641 S STATE AVE,Vacant
46201,2230 E 12TH ST,Vacant
46208,3538 N KENWOOD AVE,Abandoned
46208,3617 N CAPITOL AVE,Abandoned
46208,1311 W 33RD ST,Abandoned
46201,15 N RILEY AVE,Abandoned
46208,1210 W 30TH ST,Abandoned
46202,2124 N HARDING ST,Abandoned
46208,743 W 32ND ST,Vacant
46201,318 N KEYSTONE AVE,Abandoned
46208,1354 W 32ND ST,Abandoned
46201,2625 E NORTH ST,Abandoned
46201,430 N WALCOTT ST,Abandoned
46202,1310 E ST CLAIR ST,Abandoned
46201,846 N TACOMA AVE,Vacant
46218,3106 N TEMPLE AVE,Abandoned
46218,2010 N DEARBORN ST,Abandoned
46208,1073 W 27TH ST,Abandoned
46205,3223 N NEW JERSEY ST,Abandoned
46208,1439 W 28TH ST,Abandoned
46225,1742 S TALBOTT ST,Vacant
46203,1508 E TROY AVE,Abandoned
46201,715 N GRANT AVE,Abandoned
46201,4316 E WASHINGTON ST,Abandoned
46208,1218 W 30TH ST,Abandoned
46203,1514 E KELLY ST,Abandoned
46201,315 N DEQUINCY ST,Abandoned
46203,1158 S EWING ST,Abandoned
46222,955 N TRAUB AVE,Abandoned
46208,1319 W 34TH ST,Abandoned
46205,3015 N NEW JERSEY ST,Vacant
46218,3630 E 34TH ST,Abandoned
46202,114 N ORIENTAL ST,Abandoned
46203,3503 E MORRIS ST,Abandoned
46201,442 S RURAL ST,Abandoned
46205,3214 N NEW JERSEY ST,Abandoned
46225,1532 S EAST ST,Abandoned
46201,641 N BEVILLE AVE,Abandoned
46208,1425 W 33RD ST,Abandoned
46208,1061 W 33RD ST,Abandoned
46201,201 N OAKLAND AVE,Abandoned
46208,1157 W 32ND ST,Abandoned
46201,501 N TACOMA AVE,Abandoned
46225,1210 S TALBOTT ST,Abandoned
46201,230 S TEMPLE AVE,Abandoned
46201,431 N FOREST AVE,Abandoned
46218,3025 N COLORADO AVE,Abandoned
46208,3428 N KENWOOD AVE,Abandoned
46218,3393 N DENNY ST,Abandoned
46218,3210 N EMERSON AVE,Vacant
46201,334 N GLADSTONE AVE,Abandoned
46203,3164 E MINNESOTA ST,Vacant
46218,2734 N DEARBORN ST,Abandoned
46218,2827 E 18TH ST,Vacant
46208,1133 W 30TH ST,Abandoned
46201,4018 E 11TH ST,Abandoned
46201,1204 N GLADSTONE AVE,Abandoned
46218,2921 E 18TH ST,Vacant
46218,2014 N BANCROFT ST,Abandoned
46205,3215 N NEW JERSEY ST,Abandoned
46201,309 N KEYSTONE AVE,Abandoned
46208,552 W 28TH ST,Abandoned
46201,1214 N TEMPLE AVE,Abandoned
46201,403 N GLADSTONE AVE,Abandoned
46201,122 N LINWOOD AVE,Abandoned
46218,2815 E 19TH ST,Vacant
46218,1928 N PARKER AVE,Abandoned
46218,2715 N DEARBORN ST,Abandoned
46208,935 W 32ND ST,Abandoned
46208,3551 N CAPITOL AVE,Abandoned
46201,118 N LINWOOD AVE,Abandoned
46218,2029 N OXFORD ST,Vacant
46201,406 N TEMPLE AVE,Abandoned
46202,2028 N PARK AVE,Abandoned
46201,2430 E 13TH ST,Abandoned
46201,840 N RURAL ST,Abandoned
46225,1453 S TALBOTT ST,Abandoned
46201,221 N FOREST AVE,Vacant
46225,429 E MORRIS ST,Abandoned
46205,2950 N COLLEGE AVE,Abandoned
46205,2621 N COLLEGE AVE,Vacant
46201,815 N BRADLEY AVE,Abandoned
46201,1129 N RURAL ST,Abandoned
46201,1451 N GRANT AVE,Abandoned
46208,1521 W 29TH ST,Abandoned
46222,131 S ELDER AVE,Abandoned
46201,1024 N RURAL ST,Abandoned
46201,1429 N GRANT AVE,Abandoned
46201,2526 E 10TH ST,Abandoned
46218,2309 N DEARBORN ST,Abandoned
46201,1221 N RURAL ST,Abandoned
46201,322 N GRANT AVE,Abandoned
46203,3534 E MORRIS ST,Abandoned
46205,3215 N PARK AVE,Abandoned
46203,1126 S KEYSTONE AVE,Abandoned
46218,2058 N OLNEY ST,Abandoned
46201,215 N RANDOLPH ST,Abandoned
46218,3030 N COLORADO AVE,Abandoned
46208,3206 N CAPITOL AVE,Abandoned
46208,557 W 28TH ST,Abandoned
46201,319 N EUCLID AVE,Abandoned
46201,242 N OXFORD ST,Vacant
46222,133 N BELMONT AVE,Abandoned
46208,977 W 26TH ST,Abandoned
46201,29 N DEARBORN ST,Vacant
46218,3628 N KEYSTONE AVE,Abandoned
46218,1638 N TEMPLE AVE,Abandoned
46208,1330 W 32ND ST,Abandoned
46201,317 N KEYSTONE AVE,Vacant
46208,1054 W 31ST ST,Abandoned
46203,4713 E MORRIS ST,Vacant
46208,3159 N CAPITOL AVE,Vacant
46218,3622 N DEARBORN ST,Abandoned
46205,910 E 27TH ST,Vacant
46218,2518 E 18TH ST,Abandoned
46218,2155 N DREXEL AVE,Abandoned
46225,1710 S EAST ST,Abandoned
46203,1165 S DREXEL AVE,Vacant
46208,3143 N CAPITOL AVE,Abandoned
46205,2951 N NEW JERSEY ST,Abandoned
46208,3416 N KENWOOD AVE,Abandoned
46201,616 N TACOMA AVE,Abandoned
46202,1309 N PENNSYLVANIA ST,Abandoned
46201,820 N RURAL ST,Vacant
46218,3501 N GRANT AVE,Vacant
46208,1327 W 32ND ST,Abandoned
46203,1519 S STATE AVE,Abandoned
46201,422 N DREXEL AVE,Abandoned
46205,2701 N COLLEGE AVE,Abandoned
46222,306 N ELDER AVE,Abandoned
46218,3301 E 25TH ST,Abandoned
46208,1331 W 33RD ST,Abandoned
46201,418 N BEVILLE AVE,Abandoned
46203,1243 S KEALING AVE,Abandoned
46201,311 N TEMPLE AVE,Abandoned
46208,507 W 29TH ST,Vacant
46208,1134 W 27TH ST,Abandoned
46202,2060 N ALABAMA ST,Abandoned
46208,946 W 32ND ST,Abandoned
46218,2302 N LASALLE ST,Vacant
46225,1517 S TALBOTT ST,Abandoned
46201,247 N RANDOLPH ST,Abandoned
46218,3230 N TEMPLE AVE,Abandoned
46201,440 N TEMPLE AVE,Abandoned
46218,2637 E 18TH ST,Abandoned
46201,644 N TACOMA AVE,Vacant
46201,2614 E 09TH ST,Abandoned
46208,1050 W 33RD ST,Abandoned
46201,222 N RURAL ST,Abandoned
46201,4817 E 13TH ST,Abandoned
46218,2720 N OLNEY ST,Abandoned
46201,2202 E 11TH ST,Vacant
46218,2702 N DEARBORN ST,Abandoned
46208,2345 N KENWOOD AVE,Abandoned
46201,318 N COLORADO AVE,Abandoned
46201,332 N TEMPLE AVE,Abandoned
46203,1840 E MINNESOTA ST,Abandoned
46218,2816 N DEARBORN ST,Abandoned
46205,2933 N NEW JERSEY ST,Vacant
46201,517 N TACOMA AVE,Vacant
46203,1601 S STATE AVE,Abandoned
46218,3565 N CHESTER AVE,Abandoned
46218,2864 N SHERMAN DR,Abandoned
46205,3426 N COLLEGE AVE,Abandoned
46218,2301 E 38TH ST,Abandoned
46203,1841 E MINNESOTA ST,Abandoned
46218,2906 N LASALLE ST,Vacant
46203,711 E TERRACE AVE,Abandoned
46208,973 W 29TH ST,Abandoned
46201,199 S SHERMAN DR,Abandoned
46201,843 N TEMPLE AVE,Abandoned
46202,1222 W 18TH ST,Vacant
46205,810 E 25TH ST,Abandoned
46218,3670 N KEYSTONE AVE,Abandoned
46218,3649 N LASALLE ST,Abandoned
46201,246 N BEVILLE AVE,Abandoned
46201,25 N GRAY ST,Abandoned
46201,1136 N TEMPLE AVE,Abandoned
46201,433 S KEYSTONE AVE,Abandoned
46208,1423 W 27TH ST,Abandoned
46225,1724 S EAST ST,Abandoned
46208,520 W 28TH ST,Abandoned
46222,150 S ELDER AVE,Abandoned
46201,4228 E WASHINGTON ST,Abandoned
46208,1062 W 33RD ST,Abandoned
46225,14 E CAVEN ST,Abandoned
46201,629 N KEYSTONE AVE,Abandoned
46201,559 N TACOMA AVE,Abandoned
46201,35 N KEYSTONE AVE,Abandoned
46203,1324 S KEALING AVE,Abandoned
46218,1908 N BOSART AVE,Abandoned
46201,407 N GLADSTONE AVE,Abandoned
46201,1304 N DREXEL AVE,Abandoned
46205,2848 N NEW JERSEY ST,Abandoned
46201,744 N CHESTER AVE,Abandoned
46203,1216 S KEYSTONE AVE,Abandoned
46205,2909 N TALBOTT ST,Abandoned
46218,2359 N GALE ST,Abandoned
46218,2410 N OLNEY ST,Vacant
46218,2874 N LASALLE ST,Vacant
46222,125 S TRAUB AVE,Abandoned
46201,225 S DEARBORN ST,Vacant
46202,1809 N HARDING ST,Vacant
46201,3843 E 11TH ST,Abandoned
46201,435 N COLORADO AVE,Abandoned
46225,1334 S TALBOTT ST,Abandoned
46208,1031 W 27TH ST,Abandoned
46208,1060 W 29TH ST,Abandoned
46218,3602 N COLORADO AVE,Vacant
46218,2536 N TEMPLE AVE,Abandoned
46218,2830 E 18TH ST,Abandoned
46218,2371 N GALE ST,Abandoned
46201,122 N ARSENAL AVE,Vacant
46201,3714 E WASHINGTON ST,Abandoned
46218,3036 N COLORADO AVE,Vacant
46201,1102 N HAMILTON AVE,Abandoned
46225,1666 S TALBOTT ST,Abandoned
46218,2708 N DEARBORN ST,Vacant
46225,365 E MORRIS ST,Vacant
46203,3509 E MORRIS ST,Vacant
46201,3001 E NEW YORK ST,Abandoned
46208,751 W 32ND ST,Abandoned
46203,1819 S KEYSTONE AVE,Vacant
46201,1116 N RURAL ST,Abandoned
46201,737 N DENNY ST,Abandoned
46201,4915 E MICHIGAN ST,Vacant
46201,1148 N BEVILLE AVE,Vacant
46218,4523 E 21ST ST,Vacant
46208,1042 W 28TH ST,Abandoned
46208,516 W 28TH ST,Abandoned
46208,2217 N CAPITOL AVE,Abandoned
46203,3622 PROSPECT ST,Abandoned
46218,2623 STATION ST,Abandoned
46201,635 N BEVILLE AVE,Vacant
46218,3030 N GLADSTONE AVE,Vacant
46205,3310 N PARK AVE,Vacant
46208,854 W 28TH ST,Abandoned
46218,3902 E 34TH ST,Abandoned
46201,20 N LINWOOD AVE,Abandoned
46201,1038 N RURAL ST,Abandoned
46205,3010 N COLLEGE AVE,Vacant
46218,3145 N TACOMA AVE,Abandoned
46201,1517 N KEALING AVE,Abandoned
46201,1046 JEFFERSON AVE,Abandoned
46208,117 W 36TH ST,Abandoned
46205,3670 N DELAWARE ST,Vacant
46201,209 N BEVILLE AVE,Abandoned
46208,3236 N CAPITOL AVE,Vacant
46218,2625 E 18TH ST,Abandoned
46218,3611 N TEMPLE AVE,Vacant
46201,333 N RILEY AVE,Abandoned
46218,3547 WALLACE AVE,Abandoned
46203,3912 E TERRACE AVE,Abandoned
46208,549 W 29TH ST,Abandoned
46203,1633 E SOUTHERN AVE,Abandoned
46205,311 E 31ST ST,Abandoned
46218,2626 N SHERMAN DR,Abandoned
46203,2354 E LEGRANDE AVE,Abandoned
46208,825 ROACHE ST,Abandoned
46201,4009 BROOKVILLE RD,Abandoned
46203,1608 CHURCHMAN AVE,Abandoned
46218,3510 E 25TH ST,Abandoned
46201,420 N EUCLID AVE,Abandoned
46225,1438 S TALBOTT ST,Abandoned
46202,2065 N NEW JERSEY ST,Vacant
46201,1126 JEFFERSON AVE,Abandoned
46225,1137 S ILLINOIS ST,Abandoned
46201,427 N FOREST AVE,Abandoned
46205,646 E 31ST ST,Abandoned
46225,1413 S EAST ST,Abandoned
46218,2541 BROOKWAY ST,Abandoned
46208,1119 W 37TH ST,Vacant
46208,3010 GRACELAND AVE,Vacant
46208,337 W 32ND ST,Abandoned
46201,105 N LINWOOD AVE,Abandoned
46201,1215 N BEVILLE AVE,Abandoned
46208,1106 W 32ND ST,Vacant
46208,1130 W 31ST ST,Vacant
46225,329 LINCOLN ST,Abandoned
46225,1717 S EAST ST,Abandoned
46218,3521 N DENNY ST,Abandoned
46208,955 W 26TH ST,Vacant
46222,322 N HARDING ST,Vacant
46218,3610 N EMERSON AVE,Abandoned
46218,2749 N GALE ST,Abandoned
46218,3113 N OLNEY ST,Vacant
46203,1534 S STATE AVE,Vacant
46222,537 N BELMONT AVE,Vacant
46107,151 N 08TH AVE,Abandoned
46201,1129 N EWING ST,Abandoned
46202,2012 DEXTER ST,Abandoned
46203,3164 E MINNESOTA ST,Vacant
46203,3511 E MORRIS ST,Abandoned
46208,1248 W 25TH ST,Abandoned
46201,65 S LASALLE ST,Abandoned
46205,3101 N NEW JERSEY ST,Abandoned
46218,3025 N TACOMA AVE,Abandoned
46201,1356 N GALE ST,Abandoned
46205,642 E 31ST ST,Abandoned
46201,1424 N GLADSTONE AVE,Abandoned
46201,335 N EUCLID AVE,Abandoned
46208,1050 W 31ST ST,Abandoned
46202,1330 E MARKET ST,Vacant
46208,1337 W 32ND ST,Abandoned
46201,3919 E 11TH ST,Abandoned
46218,1907 N DREXEL AVE,Abandoned
46225,1434 S TALBOTT ST,Abandoned
46201,710 N DEQUINCY ST,Vacant
46201,212 EASTERN AVE,Vacant
46218,1925 ROOSEVELT AVE,Vacant
46218,3586 WALLACE AVE,Abandoned
46201,1102 N EWING ST,Vacant
46208,549 W 26TH ST,Abandoned
46218,3216 N GLADSTONE AVE,Abandoned
46218,2022 N OLNEY ST,Abandoned
46218,2745 N GALE ST,Abandoned
46218,2730 N PARKER AVE,Abandoned
46218,2407 N PARKER AVE,Abandoned
46208,2948 HIGHLAND PL,Vacant
46218,1923 N PARKER AVE,Abandoned
46201,4521 E 16TH ST,Vacant
46201,307 N EUCLID AVE,Abandoned
46208,1433 W 33RD ST,Abandoned
46208,1427 W 25TH ST,Abandoned
46218,1946 N LASALLE ST,Abandoned
46201,413 N TACOMA AVE,Vacant
46218,2025 E 34TH ST,Abandoned
46208,365 W 26TH ST,Abandoned
46208,220 W 33RD ST,Vacant
46202,2018 N COLLEGE AVE,Abandoned
46208,606 CONGRESS AVE,Abandoned
46225,1647 S MERIDIAN ST,Vacant
46218,3544 N TEMPLE AVE,Abandoned
46201,214 N HAMILTON AVE,Abandoned
46218,3025 N TEMPLE AVE,Abandoned
46222,2025 W NEW YORK ST,Abandoned
46218,3239 N COLORADO AVE,Abandoned
46208,906 W 25TH ST,Vacant
46218,3606 N DENNY ST,Abandoned
46208,1010 W 27TH ST,Abandoned
46221,651 RIVER AVE,Abandoned
46218,2931 SANGSTER AVE,Vacant
46208,2923 SHRIVER AVE,Vacant
46201,1130 N LASALLE ST,Abandoned
46218,2836 HILLSIDE AVE,Abandoned
46208,1051 W 34TH ST,Abandoned
46208,1121 W 31ST ST,Abandoned
46225,1734 S TALBOTT ST,Abandoned
46203,1545 E TABOR ST,Abandoned
46201,1314 N CHESTER AVE,Abandoned
46203,2314 E LEGRANDE AVE,Abandoned
46218,3109 N GALE ST,Abandoned
46201,1430 N COLORADO AVE,Abandoned
46218,2941 BROOKSIDE AVE,Abandoned
46218,2258 WHEELER ST,Abandoned
46201,717 N GRANT AVE,Abandoned
46218,2532 N GALE ST,Abandoned
46218,2936 N RURAL ST,Abandoned
46218,3661 N PARKER AVE,Vacant
46218,3172 N GALE ST,Vacant
46201,340 N EUCLID AVE,Abandoned
46208,2255 DR M L KING JR ST,Abandoned
46208,1241 W 30TH ST,Abandoned
46218,1831 N BANCROFT ST,Abandoned
46201,2531 E 10TH ST,Vacant
46201,1618 E MARKET ST,Abandoned
46201,249 DETROIT ST,Vacant
46201,1201 N DENNY ST,Vacant
46218,1940 N LASALLE ST,Abandoned
46208,1034 W 27TH ST,Abandoned
46218,3604 N TACOMA AVE,Abandoned
46208,4076 CORNELIUS AVE,Abandoned
46226,4061 N WEBSTER AVE,Abandoned
46218,2733 CAROLINE AVE,Abandoned
46201,1103 N EWING ST,Abandoned
46236,7006 OAKLANDON RD,Abandoned
46220,4820 E 70TH ST,Abandoned
46222,1428 ASTOR ST,Vacant
46205,3030 BROADWAY ST,Vacant
46201,1805 SOUTHEASTERN AVE,Abandoned
46201,1413 N KEALING AVE,Abandoned
46205,2209 DR A J BROWN AVE,Abandoned
46260,2040 MAYFAIR DR,Abandoned
46260,2350 MAYFAIR DR,Abandoned
46203,1818 BARTH AVE,Abandoned
46205,2951 WINTHROP AVE,Abandoned
46218,2833 STUART ST,Abandoned
46201,1401 N GALE ST,Abandoned
46208,1112 UDELL ST,Vacant
46237,5125 BAHIA DR,Vacant
46208,3246 GRACELAND AVE,Abandoned
46201,634 N LASALLE ST,Abandoned
46254,4349 FALCON CREEK BLVD,Vacant
46226,3817 N SHERIDAN AVE,Vacant
46226,3901 N GRAND AVE,Abandoned
46240,1503 E 73RD ST,Abandoned
46218,2526 EASTERN AVE,Abandoned
46208,555 UDELL ST,Abandoned
46205,4318 EVANSTON AVE,Abandoned
46254,5704 PILLORY WAY,Vacant
46208,1010 EUGENE ST,Abandoned
46201,418 EASTERN AVE,Abandoned
46205,4010 EASTERN AVE,Abandoned
46220,5801 CRITTENDEN AVE,Abandoned
46201,3023 NOWLAND AVE,Vacant
46201,4836 YOUNG AVE,Abandoned
46218,2865 ADAMS ST,Abandoned
46203,1609 CRUFT ST,Abandoned
46235,4001 STRATFORD CT,Vacant
46218,2037 RALSTON AVE,Vacant
46218,2864 STUART ST,Abandoned
46203,1120 S BRADLEY AVE,Abandoned
46218,2209 SHELDON ST,Abandoned
46201,564 JEFFERSON AVE,Abandoned
46203,2845 SPRUCE ST,Abandoned
46218,2453 SHELDON ST,Abandoned
46201,1118 N OXFORD ST,Abandoned
46218,2868 CAROLINE AVE,Abandoned
46205,104 E 38TH ST,Abandoned
46201,910 N TUXEDO ST,Abandoned
46202,2037 CARROLLTON AVE,Vacant
46205,2220 DR A J BROWN AVE,Abandoned
46218,3307 MANOR CT,Abandoned
46205,3856 WINTHROP AVE,Abandoned
46205,3050 RUCKLE ST,Vacant
46203,3952 SPANN AVE,Abandoned
46221,902 MARION AVE,Vacant
46201,2509 E 16TH ST,Abandoned
46201,1202 N PARKER AVE,Abandoned
46235,9925 CATALINA DR,Abandoned
46201,318 EASTERN AVE,Abandoned
46201,317 N OXFORD ST,Abandoned
46203,2529 PROSPECT ST,Abandoned
46208,954 EUGENE ST,Abandoned
46201,613 EASTERN AVE,Abandoned
46201,1343 N KEALING AVE,Abandoned
46218,3506 ORCHARD AVE,Abandoned
46218,2358 STUART ST,Abandoned
46201,1521 N TEMPLE AVE,Abandoned
46218,2947 N EUCLID AVE,Abandoned
46208,3552 SALEM ST,Abandoned
46201,1129 N DEARBORN ST,Abandoned
46208,2834 HIGHLAND PL,Abandoned
46205,3010 BROADWAY ST,Abandoned
46205,3226 BROADWAY ST,Abandoned
46225,227 SANDERS ST,Vacant
46201,337 TROWBRIDGE ST,Abandoned
46208,1164 EUGENE ST,Vacant
46201,3714 E NEW YORK ST,Abandoned
46208,3025 GRACELAND AVE,Abandoned
46201,1809 BROOKSIDE AVE,Abandoned
46222,1430 ASTOR ST,Abandoned
46208,2867 INDIANAPOLIS AVE,Abandoned
46221,1041 S REISNER ST,Abandoned
46208,2953 HIGHLAND PL,Vacant
46201,2533 E 16TH ST,Abandoned
46205,2957 GUILFORD AVE,Abandoned
46201,1227 N GALE ST,Vacant
46203,1524 FLETCHER AVE,Abandoned
46208,1114 CONGRESS AVE,Abandoned
46208,3632 CRESCENT AVE,Abandoned
46201,1336 SHANNON AVE,Vacant
46201,1401 N DEARBORN ST,Abandoned
46201,1338 N EWING ST,Vacant
46201,1128 N EWING ST,Abandoned
46203,1724 PROSPECT ST,Vacant
46203,625 ORANGE ST,Abandoned
46203,1431 S COLORADO AVE,Abandoned
46208,940 UDELL ST,Abandoned
46202,1930 CORNELL AVE,Abandoned
46221,1455 LEE ST,Abandoned
46208,1315 EDGEMONT AVE,Abandoned
46201,3018 MEREDITH AVE,Abandoned
46208,1145 EUGENE ST,Abandoned
46205,3504 EVERGREEN AVE,Abandoned
46218,2256 ADAMS ST,Abandoned
46268,4205 CLAYBURN DR,Abandoned
46205,576 E FALL CREEK PKWY NDR,Vacant
46201,1519 N EWING ST,Abandoned
46218,3580 ORCHARD AVE,Abandoned
46203,1150 ENGLISH AVE,Vacant
46202,2134 GENT AVE,Abandoned
46218,3145 EASTERN AVE,Abandoned
46205,3240 BROADWAY ST,Abandoned
46201,3546 E NEW YORK ST,Abandoned
46222,114 KOEHNE ST,Abandoned
46226,4101 DESMOND AVE,Abandoned
46203,564 LEEDS AVE,Abandoned
46201,1341 N PARKER AVE,Abandoned
46208,3107 BOULEVARD PL,Abandoned
46218,2324 SHELDON ST,Vacant
46201,1106 TECUMSEH ST,Abandoned
46208,3150 BOULEVARD PL,Vacant
46201,336 EASTERN AVE,Vacant
46205,3262 RUCKLE ST,Abandoned
46208,1249 EUGENE ST,Abandoned
46201,653 N RURAL ST,Abandoned
