ZIPCODE,ADDRESS,STATUS
46220,6021 N COLLEGE AVE,Abandoned
46220,1807 68TH ST,Abandoned
46203,6453 E HANNA AVE,Vacant
46239,1842 DOGWOOD LAKE WAY,Vacant
46218,1824 N DEQUINCY ST,Abandoned
46219,2347 N EATON AVE,Vacant
46219,6220 E 11TH ST,Vacant
46218,2152 N BUTLER AVE,Abandoned
46219,2319 N WEBSTER AVE,Abandoned
46219,1442 N SHERIDAN AVE,Abandoned
46219,2214 NORDEN CT,Abandoned
46219,2220 N KENYON ST,Abandoned
46229,10022 HAWKINS CT,Vacant
46218,5209 MASSACHUSETTS AVE,Abandoned
46226,7537 RUSKIN PL,Vacant
46218,2846 N SHERMAN DR,Abandoned
46218,5326 WINSTON PL,Abandoned
46226,6624 MASSACHUSETTS AVE,Vacant
46226,3532 TIFFANY DR,Vacant
46226,3721 CHATEAU LN,Abandoned
46219,6237 E 26TH ST,Abandoned
46218,3125 EASTERN AVE,Abandoned
46218,3422 CAROLINE AVE,Abandoned
46218,3502 N DREXEL AVE,Abandoned
46203,1216 E GIMBER ST,Abandoned
46218,2620 E 17TH ST,Abandoned
46208,818 W 27TH ST,Abandoned
46222,573 N BELMONT AVE,Vacant
46201,918 N HAMILTON AVE,Abandoned
46218,3721 ORCHARD AVE,Abandoned
46201,2314 E 12TH ST,Abandoned
46208,1005 W 34TH ST,Abandoned
46208,3601 GRACELAND AVE,Abandoned
46208,1303 W 25TH ST,Abandoned
46218,2341 BROOKSIDE AVE,Vacant
46203,1315 E NAOMI ST,Abandoned
46201,602 N GLADSTONE AVE,Abandoned
46218,3021 N TACOMA AVE,Abandoned
46208,1314 BURDSAL PKWY,Abandoned
46218,3210 HOVEY ST,Abandoned
46208,2604 ANNETTE ST,Abandoned
46202,1846 DEXTER ST,Abandoned
46218,3638 HILLSIDE AVE,Abandoned
46218,3055 RALSTON AVE,Abandoned
46218,2543 E 18TH ST,Abandoned
46208,2657 BURTON AVE,Abandoned
46225,2608 S DELAWARE ST,Abandoned
46218,3342 N CHESTER AVE,Abandoned
46203,743 S STATE AVE,Abandoned
46218,2405 STUART ST,Abandoned
46225,334 PARKWAY AVE,Vacant
46201,26 N KEALING AVE,Abandoned
46201,409 N COLORADO AVE,Abandoned
46201,921 N KEYSTONE AVE,Abandoned
46201,2706 E NEW YORK ST,Abandoned
46201,616 EASTERN AVE,Abandoned
46203,1601 ASBURY ST,Abandoned
46203,2901 SOUTHEASTERN AVE,Abandoned
46203,1603 VILLA AVE,Abandoned
46201,942 JEFFERSON AVE,Abandoned
46201,1820 MARLOWE AVE,Abandoned
46201,602 N RURAL ST,Abandoned
46208,1247 W 32ND ST,Abandoned
46201,265 S GRAY ST,Abandoned
46201,1714 E OHIO ST,Abandoned
46222,1907 W MICHIGAN ST,Vacant
46203,1531 HOEFGEN ST,Abandoned
46225,267 IOWA ST,Abandoned
46208,1070 EUGENE ST,Abandoned
46208,2511 N HARDING ST,Abandoned
46222,1057 N BELMONT AVE,Vacant
46218,2823 STATION ST,Abandoned
46218,1951 N DEARBORN ST,Abandoned
46218,2318 N OXFORD ST,Abandoned
46218,2920 N DEARBORN ST,Abandoned
46218,3027 E 38TH ST,Vacant
46218,3544 N KEYSTONE AVE,Abandoned
46203,4717 E MORRIS ST,Abandoned
46201,34 N EUCLID AVE,Abandoned
46218,1817 TALLMAN AVE,Abandoned
46218,2615 E 17TH ST,Vacant
46218,2435 N LASALLE ST,Abandoned
46208,1037 UDELL ST,Abandoned
46218,2815 E 17TH ST,Abandoned
46208,1122 W 33RD ST,Vacant
46208,827 W 29TH ST,Abandoned
46218,3821 E 38TH ST,Abandoned
46201,838 N TEMPLE AVE,Abandoned
46208,1251 W 27TH ST,Abandoned
46208,1153 CONGRESS AVE,Abandoned
46208,2852 INDIANAPOLIS AVE,Abandoned
46205,2835 WINTHROP AVE,Abandoned
46208,509 W 28TH ST,Abandoned
46208,3350 N KENWOOD AVE,Abandoned
46201,4518 E NEW YORK ST,Abandoned
46203,1204 CALHOUN ST,Vacant
46208,324 W 31ST ST,Abandoned
46201,830 N GLADSTONE AVE,Abandoned
46218,3622 N DENNY ST,Vacant
46201,907 N HAMILTON AVE,Vacant
46205,2820 MCPHERSON ST,Abandoned
46222,1544 W VERMONT ST,Abandoned
46201,37 N RILEY AVE,Abandoned
46208,856 W 29TH ST,Abandoned
46205,3034 N DELAWARE ST,Abandoned
46208,3624 N ILLINOIS ST,Abandoned
46218,1707 N BOSART AVE,Vacant
46205,3230 WINTHROP AVE,Abandoned
46202,2005 KOEHNE ST,Vacant
46208,1101 CONGRESS AVE,Abandoned
46205,2729 COLUMBIA AVE,Abandoned
46205,2346 COLUMBIA AVE,Abandoned
46203,3205 BETHEL AVE,Vacant
46201,2018 BROOKSIDE AVE,Abandoned
46201,419 N BRADLEY AVE,Abandoned
46218,2005 N EUCLID AVE,Abandoned
46218,2833 N OLNEY ST,Abandoned
46203,1517 SPRUCE ST,Abandoned
46208,3553 N KENWOOD AVE,Abandoned
46225,1653 S DELAWARE ST,Abandoned
46203,2310 HARLAN ST,Abandoned
46202,1925 BELLEFONTAINE ST,Vacant
46208,738 W 26TH ST,Abandoned
46208,2916 N KENWOOD AVE,Abandoned
46225,2171 S EAST ST,Abandoned
46205,3220 N NEW JERSEY ST,Vacant
46208,1432 UDELL ST,Vacant
46203,1004 CHURCHMAN AVE,Abandoned
46218,2539 E 18TH ST,Vacant
46218,2306 E 36TH ST,Vacant
46225,1339 S EAST ST,Abandoned
46208,1107 CONGRESS AVE,Abandoned
46208,2437 ETHEL AVE,Abandoned
46208,2202 N HARDING ST,Vacant
46201,438 N BEVILLE AVE,Vacant
46222,1927 W NEW YORK ST,Abandoned
46202,1910 KOEHNE ST,Vacant
46201,631 N EUCLID AVE,Abandoned
46218,3450 CAROLINE AVE,Abandoned
46208,1054 W 32ND ST,Abandoned
46201,841 N GLADSTONE AVE,Abandoned
46218,3325 N EUCLID AVE,Abandoned
46201,327 S STATE AVE,Abandoned
46218,2238 N SHERMAN DR,Vacant
46208,1318 ROACHE ST,Abandoned
46208,1134 W 31ST ST,Abandoned
46201,1306 N RURAL ST,Abandoned
46218,3721 SCHOFIELD AVE,Abandoned
46203,1315 E MINNESOTA ST,Abandoned
46218,2909 N OLNEY ST,Abandoned
46201,1432 E WASHINGTON ST,Abandoned
46218,3514 N OLNEY ST,Vacant
46218,3057 STUART ST,Abandoned
46205,2324 N DELAWARE ST,Vacant
46202,2157 GENT AVE,Abandoned
46201,721 N LINWOOD AVE,Abandoned
46201,126 N CHESTER AVE,Abandoned
46203,3501 ORANGE ST,Vacant
46201,2816 E 16TH ST,Vacant
46201,102 N BOSART AVE,Vacant
46208,2301 N CAPITOL AVE,Vacant
46201,1417 N HAMILTON AVE,Abandoned
46201,1419 N HAMILTON AVE,Abandoned
46201,818 N TUXEDO ST,Vacant
46201,2910 E 11TH ST,Abandoned
46218,1722 N LINWOOD AVE,Abandoned
46202,1736 MONTCALM ST,Vacant
46201,826 N TUXEDO ST,Abandoned
46201,633 N RURAL ST,Abandoned
46201,918 N OAKLAND AVE,Abandoned
46208,2711 DR M L KING JR ST,Abandoned
46107,2497 CHURCHMAN AVE,Vacant
46218,2917 N GLADSTONE AVE,Vacant
46218,1622 N TEMPLE AVE,Abandoned
46208,1438 W 35TH ST,Abandoned
46201,1201 N EWING ST,Abandoned
46201,1334 N TUXEDO ST,Vacant
46201,1132 N GALE ST,Abandoned
46201,1361 N DEARBORN ST,Abandoned
46201,1028 N TUXEDO ST,Abandoned
46107,113 N 04TH AVE,Abandoned
46221,1002 W MORRIS ST,Abandoned
46208,3630 CRESCENT AVE,Abandoned
46202,2104 N HARDING ST,Abandoned
46221,665 RIVER AVE,Abandoned
46222,247 MILEY AVE,Vacant
46218,1726 N GLADSTONE AVE,Abandoned
46201,5030 ELLIOTT AVE,Abandoned
46259,7001 HICKORY RD,Abandoned
46208,321 W 42ND ST,Abandoned
46208,4031 ROOKWOOD AVE,Abandoned
46226,4060 ARBORCREST DR,Abandoned
46205,824 E 38TH ST,Abandoned
46226,6206 E 46TH ST,Abandoned
46205,2052 E 46TH ST,Vacant
46205,4324 EVANSTON AVE,Abandoned
46228,3309 CLEARVIEW DR,Abandoned
46228,1655 FOX HILL DR,Abandoned
46228,2232 W 58TH ST,Abandoned
46260,2117 W 64TH ST,Abandoned
46220,2332 E 66TH ST,Vacant
46218,3443 N DEQUINCY ST,Vacant
46208,1102 W 25TH ST,Abandoned
46208,1337 W 29TH ST,Abandoned
46208,1206 W 30TH ST,Vacant
46203,2335 HOBART RD,Abandoned
46219,426 S RITTER AVE,Vacant
46219,114 S WEBSTER AVE,Abandoned
46219,717 S GRAND AVE,Vacant
46203,1921 S ARLINGTON AVE,Abandoned
46219,6016 E 21ST ST,Abandoned
46219,5914 E 10TH ST,Vacant
46218,5449 E 18TH ST,Abandoned
46219,2425 N KITLEY AVE,Abandoned
46218,3636 LESLEY AVE,Abandoned
46226,3732 DECAMP DR,Abandoned
46218,2263 WHEELER ST,Abandoned
46218,3644 N HAWTHORNE LN,Abandoned
46226,3727 MARSEILLE RD,Abandoned
46218,5120 MASSACHUSETTS AVE,Abandoned
46218,5120 MASSACHUSETTS AVE,Abandoned
46218,3005 CAMPBELL AVE,Abandoned
46218,3620 N HAWTHORNE LN,Abandoned
46203,1026 ST PAUL ST,Abandoned
46218,2801 ADAMS ST,Abandoned
46208,1020 W 29TH ST,Abandoned
46205,3045 WASHINGTON BLVD,Vacant
46205,2436 N COLLEGE AVE,Abandoned
46218,2422 N GALE ST,Abandoned
46201,344 N BRADLEY AVE,Vacant
46208,2617 HIGHLAND PL,Abandoned
46205,3507 GUILFORD AVE,Abandoned
46201,51 N SHERMAN DR,Abandoned
46205,605 E 38TH ST,Vacant
46202,2018 YANDES ST,Abandoned
46218,3248 RALSTON AVE,Abandoned
46218,3514 BROUSE AVE,Abandoned
46201,27 S EUCLID AVE,Abandoned
46201,245 PARKVIEW AVE,Abandoned
46201,325 S RANDOLPH ST,Abandoned
46203,2018 S STATE AVE,Vacant
46201,1138 N EUCLID AVE,Abandoned
46203,3544 E MORRIS ST,Vacant
46201,4809 E NEW YORK ST,Abandoned
46203,628 DAYTON AVE,Abandoned
46201,3907 E 16TH ST,Abandoned
46218,2908 N GALE ST,Abandoned
46201,34 HENDRICKS PL,Abandoned
46201,27 N BOSART AVE,Abandoned
46201,504 N GLADSTONE AVE,Abandoned
46201,3910 E 11TH ST,Abandoned
46203,1118 CRUFT ST,Vacant
46208,3706 N KENWOOD AVE,Abandoned
46225,2161 S MERIDIAN ST,Vacant
46225,1803 S MERIDIAN ST,Abandoned
46218,2527 E 18TH ST,Abandoned
46218,2603 ADAMS ST,Abandoned
46218,2631 ADAMS ST,Abandoned
46218,1642 N TEMPLE AVE,Abandoned
46201,314 N KEYSTONE AVE,Abandoned
46201,1513 N DENNY ST,Vacant
46201,1125 N HAMILTON AVE,Vacant
46208,3018 GRACELAND AVE,Vacant
46202,1887 MANSFIELD ST,Abandoned
46208,3626 N KENWOOD AVE,Abandoned
46208,1414 CONGRESS AVE,Abandoned
46208,547 UDELL ST,Abandoned
46208,2726 N CAPITOL AVE,Abandoned
46201,1447 N GLADSTONE AVE,Abandoned
46205,3358 RUCKLE ST,Abandoned
46208,2335 DR M L KING JR ST,Abandoned
46202,2182 GENT AVE,Abandoned
46208,3642 N KENWOOD AVE,Abandoned
46208,3550 N CAPITOL AVE,Vacant
46208,1041 W 27TH ST,Abandoned
46201,418 LEEDS AVE,Abandoned
46201,1530 N BEVILLE AVE,Abandoned
46201,627 N COLORADO AVE,Abandoned
46201,4110 E MICHIGAN ST,Abandoned
46203,3602 PROSPECT ST,Abandoned
46201,1631 ENGLISH AVE,Vacant
46201,319 S TEMPLE AVE,Abandoned
46201,32 N LASALLE ST,Abandoned
46201,1213 N RURAL ST,Abandoned
46201,854 N GLADSTONE AVE,Abandoned
46203,1505 E TABOR ST,Abandoned
46202,2119 WHITE AVE,Abandoned
46208,1442 W 32ND ST,Vacant
46201,423 N KEYSTONE AVE,Vacant
46208,3501 N KENWOOD AVE,Abandoned
46222,705 LYNN ST,Abandoned
46208,1235 ROACHE ST,Vacant
46201,317 N CHESTER AVE,Abandoned
46201,633 N EUCLID AVE,Vacant
46218,4630 E 34TH ST,Abandoned
46201,423 N FOREST AVE,Abandoned
46201,324 N TEMPLE AVE,Abandoned
46218,2409 N DEARBORN ST,Abandoned
46208,3313 GRACELAND AVE,Vacant
46203,1401 CHURCHMAN AVE,Abandoned
46208,942 W 27TH ST,Abandoned
46203,1230 ST PAUL ST,Abandoned
46218,1717 E 34TH ST,Vacant
46203,1346 OLIVE ST,Abandoned
46201,214 N TEMPLE AVE,Abandoned
46208,2850 DR M L KING JR ST,Abandoned
46201,1461 N GLADSTONE AVE,Abandoned
46218,4601 E 21ST ST,Abandoned
46208,2517 HIGHLAND PL,Abandoned
46208,1129 W 27TH ST,Vacant
46201,1211 N TEMPLE AVE,Abandoned
46218,3148 N KEYSTONE AVE,Abandoned
46208,922 W 32ND ST,Abandoned
46225,1738 S MERIDIAN ST,Abandoned
46208,3357 N KENWOOD AVE,Abandoned
46201,818 N BRADLEY AVE,Vacant
46218,2418 ADAMS ST,Abandoned
46208,1301 CONGRESS AVE,Vacant
46218,3437 N COLORADO AVE,Abandoned
46208,221 W 30TH ST,Abandoned
46201,909 N GLADSTONE AVE,Abandoned
46201,1555 N GRANT AVE,Abandoned
46225,2242 S PENNSYLVANIA ST,Abandoned
46202,656 E ARCH ST,Abandoned
46208,3637 GRACELAND AVE,Abandoned
46202,2029 N HARDING ST,Vacant
46208,2803 INDIANAPOLIS AVE,Abandoned
46201,821 N KEYSTONE AVE,Abandoned
46201,405 N BRADLEY AVE,Abandoned
46201,503 WOODRUFF PL EDR,Vacant
46218,3463 E 36TH ST,Abandoned
46201,1103 JEFFERSON AVE,Abandoned
46201,420 N DEQUINCY ST,Vacant
46205,2702 COLUMBIA AVE,Abandoned
46208,553 EUGENE ST,Abandoned
46201,321 N TEMPLE AVE,Abandoned
46218,3712 HILLSIDE AVE,Abandoned
46201,1818 BROOKSIDE AVE,Vacant
46208,3663 GRACELAND AVE,Abandoned
46218,2045 N PARKER AVE,Abandoned
46201,1342 N PARKER AVE,Vacant
46218,2919 N DREXEL AVE,Abandoned
46218,2845 FOREST MANOR AVE,Abandoned
46221,1407 KAPPES ST,Abandoned
46201,1414 N EWING ST,Abandoned
46201,1201 N KEALING AVE,Abandoned
46201,1506 N OLNEY ST,Abandoned
46201,1135 N DEARBORN ST,Abandoned
46201,1346 N OLNEY ST,Abandoned
46201,1124 N GALE ST,Abandoned
46225,29 E CAVEN ST,Vacant
46208,341 W 25TH ST,Abandoned
46205,2460 GUILFORD AVE,Abandoned
46221,901 RIVER AVE,Vacant
46208,1024 W 36TH ST,Abandoned
46221,849 S BELMONT AVE,Abandoned
46218,2951 N DREXEL AVE,Abandoned
46218,3312 SCHOFIELD AVE,Abandoned
46202,2110 DR A J BROWN AVE,Abandoned
46201,3522 E 09TH ST,Abandoned
46235,3821 ARQUETTE DR,Abandoned
46235,4102 BRENTWOOD DR,Abandoned
46226,6108 E 39TH ST,Abandoned
46208,4022 CORNELIUS AVE,Abandoned
46226,8834 ELMONTE DR,Abandoned
46208,520 W 41ST ST,Abandoned
46241,3014 S TAFT AVE,Abandoned
46235,9862 ELLIS DR,Abandoned
46226,3933 N LAYMAN AVE,Abandoned
46226,3919 N WEBSTER AVE,Vacant
46208,4019 GRACELAND AVE,Abandoned
46226,5215 E 40TH ST,Vacant
46235,9701 E 42ND ST,Abandoned
46205,4265 KINGSLEY DR,Abandoned
46205,4232 CRITTENDEN AVE,Abandoned
46205,4622 HILLSIDE AVE,Vacant
46226,5322 HEDGEROW DR,Abandoned
46220,5841 PRIMROSE AVE,Vacant
46241,5453 SEERLEY RD,Abandoned
46241,5452 SEERLEY RD,Abandoned
46201,4415 E NEW YORK ST,Abandoned
46201,2537 SOUTHEASTERN AVE,Abandoned
46219,125 S SHERIDAN AVE,Abandoned
46218,2403 N OXFORD ST,Abandoned
46219,6103 E 16TH ST,Vacant
46218,2167 N LELAND AVE,Abandoned
46219,960 N BAZIL AVE,Abandoned
46218,2207 N GRAHAM AVE,Abandoned
46219,44 S CATHERWOOD AVE,Abandoned
46218,5205 E 16TH ST,Abandoned
46219,8831 BOEHNING CT,Abandoned
46226,6016 MASSACHUSETTS AVE,Abandoned
46218,3606 N WHITTIER PL,Abandoned
46235,3714 SCHAEFER LN,Abandoned
46219,6214 E 25TH ST,Abandoned
46218,3448 N BUTLER AVE,Abandoned
46218,3601 N EMERSON AVE,Abandoned
46218,3018 N LAYMAN AVE,Vacant
46218,3515 N LELAND AVE,Abandoned
46208,1135 EUGENE ST,Abandoned
46201,330 N KEYSTONE AVE,Abandoned
46202,2005 MANSFIELD ST,Vacant
46218,3544 N OXFORD ST,Abandoned
46222,729 N BELMONT AVE,Abandoned
46201,1025 N HAMILTON AVE,Abandoned
46201,620 N BRADLEY AVE,Abandoned
46203,4519 FLETCHER AVE,Abandoned
46218,3636 N OXFORD ST,Abandoned
46203,2328 ST PETER ST,Abandoned
46208,3534 N CAPITOL AVE,Abandoned
46201,212 N LASALLE ST,Abandoned
46203,1821 OLIVE ST,Abandoned
46208,1106 W 33RD ST,Abandoned
46208,2523 BOULEVARD PL,Abandoned
46222,330 N REISNER ST,Abandoned
46218,3331 N SHERMAN DR,Abandoned
46201,38 S LASALLE ST,Abandoned
46203,1806 ZWINGLEY ST,Vacant
46218,2301 E 37TH ST,Abandoned
46201,805 N DEQUINCY ST,Abandoned
46201,56 N BRADLEY AVE,Abandoned
46208,3236 N KENWOOD AVE,Abandoned
46201,114 N BRADLEY AVE,Abandoned
46203,1716 E TABOR ST,Abandoned
46201,216 N RURAL ST,Abandoned
46201,215 N TACOMA AVE,Abandoned
46201,312 N TEMPLE AVE,Vacant
46201,129 N LINWOOD AVE,Abandoned
46221,637 COFFEY ST,Abandoned
46203,1422 E BRADBURY AVE,Abandoned
46218,2624 N OLNEY ST,Abandoned
46225,1126 UNION ST,Abandoned
46201,644 N HAMILTON AVE,Abandoned
46222,1625 W VERMONT ST,Abandoned
46203,1310 LAWTON AVE,Abandoned
46203,2228 VILLA AVE,Vacant
46201,241 EASTERN AVE,Abandoned
46201,4201 E 11TH ST,Abandoned
46218,2830 N OLNEY ST,Abandoned
46201,249 N KEYSTONE AVE,Abandoned
46218,2319 N PARKER AVE,Abandoned
46218,3345 N CHESTER AVE,Abandoned
46218,3508 RALSTON AVE,Abandoned
46205,2401 N COLLEGE AVE,Abandoned
46208,963 UDELL ST,Abandoned
46205,3519 WINTHROP AVE,Vacant
46201,1041 TECUMSEH ST,Abandoned
46208,1347 W 33RD ST,Abandoned
46205,3665 WATSON RD,Abandoned
46205,2911 WASHINGTON BLVD,Vacant
46203,818 S STATE AVE,Abandoned
46201,406 N KEYSTONE AVE,Vacant
46201,2302 ENGLISH AVE,Abandoned
46218,1930 ADAMS ST,Abandoned
46218,2411 COYNER AVE,Vacant
46218,3432 N DENNY ST,Abandoned
46201,320 N COLORADO AVE,Vacant
46201,648 EASTERN AVE,Abandoned
46201,1524 ENGLISH AVE,Abandoned
46208,236 W 33RD ST,Abandoned
46208,1125 CONGRESS AVE,Abandoned
46221,1534 HIATT ST,Vacant
46222,1908 W VERMONT ST,Abandoned
46218,5029 E 21ST ST,Abandoned
46208,230 W 29TH ST,Abandoned
46201,3540 ENGLISH AVE,Abandoned
46201,601 N LINWOOD AVE,Vacant
46218,3062 N GLADSTONE AVE,Abandoned
46218,1922 HOLLOWAY AVE,Vacant
46201,345 N WALCOTT ST,Abandoned
46218,3436 N KEYSTONE AVE,Abandoned
46208,1127 CONGRESS AVE,Abandoned
46218,1707 N DEQUINCY ST,Abandoned
46218,2853 STUART ST,Abandoned
46208,2533 SHRIVER AVE,Vacant
46208,2328 N HARDING ST,Abandoned
46201,1430 N DEARBORN ST,Abandoned
46203,1925 FLETCHER AVE,Vacant
46205,2439 GUILFORD AVE,Abandoned
46218,3033 FOREST MANOR AVE,Abandoned
46203,1547 CRUFT ST,Abandoned
46218,5001 E 21ST ST,Abandoned
46203,1510 E NAOMI ST,Abandoned
46205,2435 N COLLEGE AVE,Abandoned
46218,3625 N DEARBORN ST,Abandoned
46201,2221 E MICHIGAN ST,Abandoned
46201,951 N SHERMAN DR,Abandoned
46222,1057 N BELMONT AVE,Vacant
46218,3410 BROUSE AVE,Vacant
46202,2175 N HARDING ST,Abandoned
46218,2516 N DEARBORN ST,Abandoned
46221,1334 S RICHLAND ST,Abandoned
46225,1618 S DELAWARE ST,Abandoned
46201,524 N TACOMA AVE,Abandoned
46201,306 EASTERN AVE,Abandoned
46222,50 N ELDER AVE,Abandoned
46203,2109 NAPOLEON ST,Abandoned
46225,61 E REGENT ST,Abandoned
46201,723 N CHESTER AVE,Abandoned
46203,706 E MINNESOTA ST,Vacant
46208,3624 SALEM ST,Abandoned
46208,2508 INDIANAPOLIS AVE,Vacant
46203,1538 LAWTON AVE,Vacant
46225,1444 UNION ST,Abandoned
46218,3235 HOVEY ST,Abandoned
46218,1914 N OXFORD ST,Vacant
46201,270 S SHERMAN DR,Abandoned
46203,1521 E KELLY ST,Abandoned
46205,3131 N COLLEGE AVE,Abandoned
46203,1509 E BRADBURY AVE,Abandoned
46218,3502 BROUSE AVE,Abandoned
46208,1438 W 23RD ST,Vacant
46201,329 N BEVILLE AVE,Abandoned
46221,1412 KAPPES ST,Abandoned
46203,737 E MCCARTY ST,Abandoned
46201,702 WALLACE AVE,Abandoned
46203,2507 ENGLISH AVE,Abandoned
46203,1125 TROWBRIDGE ST,Abandoned
46208,730 EDGEMONT AVE,Abandoned
46218,3210 RALSTON AVE,Abandoned
46218,2631 E 18TH ST,Abandoned
46201,1129 JEFFERSON AVE,Abandoned
46203,1620 PALMER ST,Abandoned
46208,1502 EDGEMONT AVE,Abandoned
46205,2216 CARROLLTON AVE,Abandoned
46202,1227 W 19TH ST,Abandoned
46201,230 N OAKLAND AVE,Vacant
46203,1008 E RAYMOND ST,Abandoned
46201,1517 N DENNY ST,Abandoned
46201,961 N BRADLEY AVE,Abandoned
46218,2864 N DEARBORN ST,Abandoned
46208,2702 BOULEVARD PL,Abandoned
46225,36 E TROY AVE,Abandoned
46218,3303 HOVEY ST,Abandoned
46201,902 N OLNEY ST,Abandoned
46201,921 N GRAY ST,Abandoned
46201,1133 N OXFORD ST,Abandoned
46201,3006 E MICHIGAN ST,Vacant
46201,3536 E NEW YORK ST,Abandoned
46201,645 N OAKLAND AVE,Abandoned
46201,921 N OXFORD ST,Abandoned
46201,1231 N OAKLAND AVE,Vacant
46201,801 N DEARBORN ST,Abandoned
46201,3109 E MICHIGAN ST,Abandoned
46205,2950 PRINCETON PL,Abandoned
46203,1824 S EMERSON AVE,Abandoned
46218,2827 N GLADSTONE AVE,Abandoned
46221,1310 BLAINE AVE,Abandoned
46201,1301 N EWING ST,Abandoned
46201,1366 N KEALING AVE,Abandoned
46201,1309 N TUXEDO ST,Abandoned
46221,1238 SHEPARD ST,Abandoned
46201,1224 N EWING ST,Vacant
46201,1106 N EWING ST,Abandoned
46201,1424 N OLNEY ST,Abandoned
46208,917 W 30TH ST,Abandoned
46208,837 ROACHE ST,Abandoned
46218,1930 E 32ND ST,Abandoned
46221,617 COFFEY ST,Abandoned
46208,745 W 25TH ST,Abandoned
46221,549 COFFEY ST,Vacant
46201,3002 ENGLISH AVE,Abandoned
46201,3014 ENGLISH AVE,Abandoned
46201,405 S RURAL ST,Abandoned
46201,340 S OAKLAND AVE,Vacant
46203,1122 ENGLISH AVE,Abandoned
46208,3127 BOULEVARD PL,Abandoned
46218,3853 E 31ST ST,Abandoned
46237,5819 DAN PATCH DR,Abandoned
46205,811 E 40TH ST,Abandoned
46205,733 E 40TH ST,Abandoned
46235,9956 ELLIS DR,Abandoned
46235,4045 ESSEX CT,Abandoned
46254,4081 GATEWAY CT,Abandoned
46254,3918 GATEWAY CT,Vacant
46226,4013 N SHERIDAN AVE,Abandoned
46235,4024 ESSEX CT,Vacant
46208,343 NORTHERN AVE,Abandoned
46221,3338 S RYBOLT AVE,Abandoned
46208,4231 SUNSET AVE,Vacant
46226,4440 CAMPBELL AVE,Vacant
46226,4705 PAYTON AVE,Abandoned
46226,5126 DICKSON RD,Abandoned
46228,5825 MICHIGAN RD,Abandoned
46203,1210 ORANGE ST,Vacant
46219,135 S RITTER AVE,Abandoned
46219,219 S KENMORE RD,Abandoned
46225,2926 BLUFF RD,Abandoned
46205,2838 N PARK AVE,Abandoned
46218,2152 N BUTLER AVE,Abandoned
46218,1869 BAUER RD,Abandoned
46219,2320 N CATHERWOOD AVE,Abandoned
46219,1627 ELMHURST DR,Abandoned
46219,166 N GIBSON AVE,Abandoned
46219,2420 N KITLEY AVE,Abandoned
46219,6231 RALEIGH DR,Abandoned
46219,6268 E 25TH ST,Abandoned
46218,6042 SEXTON AVE,Abandoned
46208,2450 BOND ST,Abandoned
46201,222 JEFFERSON AVE,Abandoned
46208,980 EDGEMONT AVE,Abandoned
46205,3233 CENTRAL AVE,Abandoned
46201,267 HENDRICKS PL,Abandoned
46218,2211 STATION ST,Vacant
46218,2709 STUART ST,Abandoned
46203,1158 REID PL,Abandoned
46201,15 N TACOMA AVE,Abandoned
46218,2627 ADAMS ST,Abandoned
46201,43 S DENNY ST,Abandoned
46225,308 W MORRIS ST,Vacant
46203,1411 LAWTON AVE,Abandoned
46201,1305 N GLADSTONE AVE,Abandoned
46221,647 WARREN AVE,Abandoned
46208,947 UDELL ST,Abandoned
46208,958 EDGEMONT AVE,Abandoned
46218,2613 N OLNEY ST,Abandoned
46201,1429 N CHESTER AVE,Abandoned
46218,2517 N PARKER AVE,Abandoned
46205,1120 E 32ND ST,Abandoned
46208,2445 N HARDING ST,Abandoned
46201,334 N DREXEL AVE,Abandoned
46201,401 N TEMPLE AVE,Abandoned
46201,629 N TACOMA AVE,Vacant
46201,1106 N BEVILLE AVE,Abandoned
46201,429 N DENNY ST,Abandoned
46201,23 N COLORADO AVE,Abandoned
46203,1046 ST PAUL ST,Abandoned
46203,2634 E BRADBURY AVE,Abandoned
46201,611 N KEYSTONE AVE,Abandoned
46205,3009 BROADWAY ST,Abandoned
46201,30 N DREXEL AVE,Abandoned
46201,275 N RANDOLPH ST,Abandoned
46205,3201 RUCKLE ST,Abandoned
46203,1510 E RAYMOND ST,Vacant
46201,1108 N RURAL ST,Abandoned
46208,1038 ROACHE ST,Abandoned
46225,321 ORANGE ST,Abandoned
46218,4830 E 36TH ST,Abandoned
46208,1146 EUGENE ST,Abandoned
46218,3717 ORCHARD AVE,Abandoned
46218,2906 N OLNEY ST,Abandoned
46218,3937 E 31ST ST,Abandoned
46201,1214 N RURAL ST,Abandoned
46218,3330 NICHOLAS AVE,Abandoned
46218,2822 E 19TH ST,Abandoned
46218,4727 E 33RD ST,Abandoned
46202,1735 N PENNSYLVANIA ST,Abandoned
46205,645 E 31ST ST,Abandoned
46203,943 ALBANY ST,Abandoned
46208,2832 N CAPITOL AVE,Vacant
46208,1280 W 29TH ST,Abandoned
46201,625 N TACOMA AVE,Abandoned
46208,2602 N HARDING ST,Abandoned
46201,813 N EUCLID AVE,Abandoned
46205,3619 BIRCHWOOD AVE,Abandoned
46201,1216 NEWMAN ST,Abandoned
46203,2137 RINGGOLD AVE,Abandoned
46203,723 E PLEASANT RUN PKWY SDR,Abandoned
46202,953 HARRISON ST,Abandoned
46218,2232 LANGLEY AVE,Abandoned
46203,1650 WADE ST,Abandoned
46201,405 N STATE AVE,Vacant
46225,2129 S EAST ST,Abandoned
